feature,importance,std,cluster_id
wind_mag_std,0.005660866633345655,0.011867666791938224,7
longitude,0.0026999023065307068,0.012562209443331631,7
t2m_max_basin,-0.0014406434587407313,0.021664702680191026,7
lag7_wind_mag_max,-0.0016780063573508031,0.012397580932881049,7
day_sin,-0.003293161600797408,0.011652991872372872,7
latitude,-0.004782913084147762,0.011999714661088862,7
q850_18z,-0.006596884692458434,0.012445982687818864,7
t2m_min_basin,-0.010445857746914911,0.009270047937759082,7
lag3_wind_mag_max,-0.014167365173922726,0.013042261119917376,7
wind_dir_sin,-0.028647429858661984,0.01879511761899757,7
wind_mag_max_anom,-0.03358553950013896,0.017670495693900983,7
tp_max_basin,0.3841374854262461,0.0487571293212635,8
rolling3d_wind_mag_max,0.27691626277563713,0.015741704044381695,8
wind_mag_max,0.2747696072796071,0.020602146602319515,8
total_precipitation,0.19223172915302641,0.03104466631076508,8
surface_pressure,0.17133189654846487,0.03287965821774398,8
2m_dewpoint_temperature,0.16965195802284025,0.014557949420885436,8
cape_18z,0.14328078556163573,0.025947987064163493,8
tp_roll3_basin,0.12656948960362494,0.013111759257610298,8
mslp_tendency_18z,0.1154886757008478,0.020505070150641055,8
2m_temperature,0.09062024863460143,0.009857965253100126,8
wind_shear_sfc_18z,0.08581978030008765,0.0185553283555316,8
rolling7d_gust_obs,0.08294540514010693,0.01651420674006212,8
msl_min_basin,0.08220807389410098,0.007392719445533178,8
lag2_wind_mag_max,0.06830095508301483,0.008270519013770709,8
rolling7d_wind_mag_max,0.06390786666105677,0.010592284102789642,8
month_sin,0.060104573420145226,0.008163152546400428,8
day_sin,0.06002817327596852,0.01347715915403421,8
wind10m_mag_18z,0.05459044514304708,0.00978895112421528,8
lag1_wind_mag_max,0.052729291920441596,0.010745409713546518,8
t2m_range,0.049634508930442724,0.009395904650948245,8
wind_mag_std,0.04726352484249386,0.007890918772651651,8
tp_lag1_basin,0.04540563758232314,0.017908294250957087,8
msl_18z,0.04500923771511124,0.006694638624310266,8
lag1_gust_obs,0.042170740783144214,0.014382527762266107,8
gust_factor,0.03886534793662493,0.015601253828893396,8
relative_humidity,0.03371956594175501,0.010512281756905315,8
bt55_flag,0.03138620699420039,0.00933132583865253,8
thickness_1000_500_18z,0.031218566193227916,0.008376424684154091,8
pressure_tendency,0.027588631873561167,0.00844402117076089,8
wind_mag_max_anom,0.026580405478312218,0.005398408488338112,8
month_cos,0.024474192524771905,0.009797751160895889,8
10m_u_component_of_wind,0.023075090134942206,0.006984920787420086,8
bt55_frac_month,0.02234573671083629,0.01390002142603435,8
lag1_pressure_tendency,0.019102041439514186,0.00831919677840466,8
latitude,0.018587178857984835,0.007679466621652724,8
wind_mag,0.01706087756949753,0.01114713936680633,8
wind_shear_850_300_18z,0.016606511419101914,0.006790790965249067,8
tp_lag2_basin,0.01636241693094601,0.012341636561544616,8
ws_p90_basin,0.016178538628166893,0.009158154199127553,8
rh_p10_basin,0.015175923060181621,0.006060708082034283,8
wind100m_mag_18z,0.012673953080693337,0.007301714069287336,8
lag7_wind_mag_max,0.010201925090208962,0.008637347091669367,8
bt55_rolling7d,0.009701532414594682,0.009345647629110143,8
10m_v_component_of_wind,0.009627686234501616,0.014798749361932763,8
wind_dir_sin,0.008575694742924004,0.010713261363411788,8
lag3_gust_obs,0.008166096519045452,0.00762690462678801,8
bt55_rolling3d,0.007998487002151696,0.0036797322881246286,8
day_cos,0.007293589652570942,0.005938511407359954,8
lag3_wind_mag_max,0.0020356577836433704,0.007744939777192549,8
q850_18z,0.0010419635437913428,0.007638844470523082,8
lag2_gust_obs,-0.00172558185604507,0.008868317893705029,8
t2m_min_basin,-0.0017540324406952893,0.005651035140739989,8
era5_clim_wind,-0.0035177182283168723,0.008557202928519426,8
wind_dir_cos,-0.005544347577590614,0.014685326135994294,8
t2m_max_basin,-0.007026273229257774,0.011088025770829554,8
longitude,-0.008355653190821854,0.00890479073785082,8
lapse_rate_850_500_18z,-0.010410163065053121,0.0115156205810234,8
msl_range_basin,-0.022059002808055055,0.012538340854528946,8
wind_shear_850_500_18z,-0.022576060609530362,0.011196698841986171,8
